date,state,district,pincode,demo_age_5_17,demo_age_17_
25-10-2025,Tamil Nadu,Krishnagiri,635207,3,12
25-10-2025,Tamil Nadu,Krishnagiri,636902,1,0
27-10-2025,Tamil Nadu,Krishnagiri,635101,1,7
27-10-2025,Tamil Nadu,Krishnagiri,635103,2,11
27-10-2025,Tamil Nadu,Krishnagiri,635123,1,6
27-10-2025,Tamil Nadu,Krishnagiri,635201,1,4
27-10-2025,Tamil Nadu,Krishnagiri,636902,1,3
28-10-2025,Tamil Nadu,Krishnagiri,635107,14,12
28-10-2025,Tamil Nadu,Krishnagiri,635203,2,15
28-10-2025,Tamil Nadu,Krishnagiri,635206,4,10
28-10-2025,Tamil Nadu,Krishnagiri,635306,0,2
28-10-2025,Tamil Nadu,Krishnagiri,636806,0,2
02-11-2025,Tamil Nadu,Krishnagiri,635102,1,3
02-11-2025,Tamil Nadu,Krishnagiri,635111,2,0
02-11-2025,Tamil Nadu,Krishnagiri,635113,4,6
02-11-2025,Tamil Nadu,Krishnagiri,635116,1,4
02-11-2025,Tamil Nadu,Krishnagiri,635120,1,1
02-11-2025,Tamil Nadu,Krishnagiri,635122,5,2
02-11-2025,Tamil Nadu,Krishnagiri,635201,0,2
09-11-2025,Tamil Nadu,Krishnagiri,635111,1,0
09-11-2025,Tamil Nadu,Krishnagiri,635115,2,4
09-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
13-11-2025,Tamil Nadu,Krishnagiri,635111,1,1
16-11-2025,Tamil Nadu,Krishnagiri,635201,0,4
11-12-2025,Tamil Nadu,Krishnagiri,636902,1,1
27-11-2025,Tamil Nadu,Krishnagiri,635111,1,1
25-11-2025,Tamil Nadu,Krishnagiri,636902,1,0
31-12-2025,Tamil Nadu,Krishnagiri,635114,1,8
31-12-2025,Tamil Nadu,Krishnagiri,635120,5,11
31-12-2025,Tamil Nadu,Krishnagiri,635126,4,25
31-12-2025,Tamil Nadu,Krishnagiri,635201,1,6
31-12-2025,Tamil Nadu,Krishnagiri,635304,1,9
29-12-2025,Tamil Nadu,Krishnagiri,635102,1,2
29-12-2025,Tamil Nadu,Krishnagiri,635104,3,12
29-12-2025,Tamil Nadu,Krishnagiri,635123,1,3
29-12-2025,Tamil Nadu,Krishnagiri,635124,2,2
29-12-2025,Tamil Nadu,Krishnagiri,635126,5,24
29-12-2025,Tamil Nadu,Krishnagiri,635207,5,12
29-12-2025,Tamil Nadu,Krishnagiri,635306,1,5
28-12-2025,Tamil Nadu,Krishnagiri,635102,3,2
28-12-2025,Tamil Nadu,Krishnagiri,635106,1,2
28-12-2025,Tamil Nadu,Krishnagiri,635109,14,66
28-12-2025,Tamil Nadu,Krishnagiri,635116,3,5
28-12-2025,Tamil Nadu,Krishnagiri,635206,0,5
28-12-2025,Tamil Nadu,Krishnagiri,636806,0,1
01-01-2026,Tamil Nadu,Krishnagiri,635107,2,16
01-01-2026,Tamil Nadu,Krishnagiri,635108,1,3
01-01-2026,Tamil Nadu,Krishnagiri,635113,3,13
01-01-2026,Tamil Nadu,Krishnagiri,635114,0,3
01-01-2026,Tamil Nadu,Krishnagiri,635120,1,4
01-01-2026,Tamil Nadu,Krishnagiri,635126,3,21
03-01-2026,Tamil Nadu,Krishnagiri,635001,0,9
03-01-2026,Tamil Nadu,Krishnagiri,635102,0,2
03-01-2026,Tamil Nadu,Krishnagiri,635108,0,4
03-01-2026,Tamil Nadu,Krishnagiri,635114,0,2
03-01-2026,Tamil Nadu,Krishnagiri,635126,1,2
03-01-2026,Tamil Nadu,Krishnagiri,635203,0,8
03-01-2026,Tamil Nadu,Krishnagiri,635306,0,2
02-01-2026,Tamil Nadu,Krishnagiri,635101,0,4
02-01-2026,Tamil Nadu,Krishnagiri,635107,2,14
02-01-2026,Tamil Nadu,Krishnagiri,635109,15,60
02-01-2026,Tamil Nadu,Krishnagiri,635124,0,2
02-01-2026,Tamil Nadu,Krishnagiri,635304,3,4
02-01-2026,Tamil Nadu,Krishnagiri,635307,1,11
02-01-2026,Tamil Nadu,Krishnagiri,636902,0,3
23-12-2025,Tamil Nadu,Krishnagiri,635002,2,15
23-12-2025,Tamil Nadu,Krishnagiri,635101,0,9
23-12-2025,Tamil Nadu,Krishnagiri,635104,1,11
23-12-2025,Tamil Nadu,Krishnagiri,635108,1,15
23-12-2025,Tamil Nadu,Krishnagiri,635118,1,7
23-12-2025,Tamil Nadu,Krishnagiri,635121,1,34
23-12-2025,Tamil Nadu,Krishnagiri,635124,0,2
23-12-2025,Tamil Nadu,Krishnagiri,635204,0,9
23-12-2025,Tamil Nadu,Krishnagiri,635304,0,17
24-12-2025,Tamil Nadu,Krishnagiri,635001,12,39
24-12-2025,Tamil Nadu,Krishnagiri,635112,9,28
24-12-2025,Tamil Nadu,Krishnagiri,635116,4,11
24-12-2025,Tamil Nadu,Krishnagiri,635120,1,14
24-12-2025,Tamil Nadu,Krishnagiri,635206,0,14
24-12-2025,Tamil Nadu,Krishnagiri,635304,1,8
25-12-2025,Tamil Nadu,Krishnagiri,635002,2,0
25-12-2025,Tamil Nadu,Krishnagiri,635108,0,4
25-12-2025,Tamil Nadu,Krishnagiri,635110,1,4
25-12-2025,Tamil Nadu,Krishnagiri,635112,0,8
25-12-2025,Tamil Nadu,Krishnagiri,635120,0,3
25-12-2025,Tamil Nadu,Krishnagiri,636902,0,1
18-12-2025,Tamil Nadu,Krishnagiri,635002,0,7
18-12-2025,Tamil Nadu,Krishnagiri,635110,4,10
18-12-2025,Tamil Nadu,Krishnagiri,635117,0,29
18-12-2025,Tamil Nadu,Krishnagiri,635120,0,5
18-12-2025,Tamil Nadu,Krishnagiri,635126,2,20
18-12-2025,Tamil Nadu,Krishnagiri,635306,1,18
20-12-2025,Tamil Nadu,Krishnagiri,635002,2,10
20-12-2025,Tamil Nadu,Krishnagiri,635123,2,1
20-12-2025,Tamil Nadu,Krishnagiri,635206,2,7
20-12-2025,Tamil Nadu,Krishnagiri,635304,0,6
20-12-2025,Tamil Nadu,Krishnagiri,635307,2,8
21-12-2025,Tamil Nadu,Krishnagiri,635001,0,3
21-12-2025,Tamil Nadu,Krishnagiri,635102,0,1
21-12-2025,Tamil Nadu,Krishnagiri,635104,0,3
21-12-2025,Tamil Nadu,Krishnagiri,635113,1,6
21-12-2025,Tamil Nadu,Krishnagiri,635204,1,6
21-12-2025,Tamil Nadu,Krishnagiri,635207,0,2
21-12-2025,Tamil Nadu,Krishnagiri,636902,0,2
26-12-2025,Tamil Nadu,Krishnagiri,635103,2,10
26-12-2025,Tamil Nadu,Krishnagiri,635104,2,23
26-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
26-12-2025,Tamil Nadu,Krishnagiri,635116,4,6
26-12-2025,Tamil Nadu,Krishnagiri,635117,5,39
26-12-2025,Tamil Nadu,Krishnagiri,635123,0,6
26-12-2025,Tamil Nadu,Krishnagiri,635124,1,3
27-12-2025,Tamil Nadu,Krishnagiri,635001,7,33
27-12-2025,Tamil Nadu,Krishnagiri,635103,0,14
27-12-2025,Tamil Nadu,Krishnagiri,635105,2,12
27-12-2025,Tamil Nadu,Krishnagiri,635108,0,6
27-12-2025,Tamil Nadu,Krishnagiri,635109,8,64
27-12-2025,Tamil Nadu,Krishnagiri,635110,1,9
27-12-2025,Tamil Nadu,Krishnagiri,635112,3,19
27-12-2025,Tamil Nadu,Krishnagiri,635118,0,11
27-12-2025,Tamil Nadu,Krishnagiri,635120,1,3
27-12-2025,Tamil Nadu,Krishnagiri,635122,0,4
27-12-2025,Tamil Nadu,Krishnagiri,635123,0,3
27-12-2025,Tamil Nadu,Krishnagiri,635124,0,1
27-12-2025,Tamil Nadu,Krishnagiri,635126,2,18
27-12-2025,Tamil Nadu,Krishnagiri,635207,3,19
19-12-2025,Tamil Nadu,Krishnagiri,635109,6,70
19-12-2025,Tamil Nadu,Krishnagiri,635110,3,11
19-12-2025,Tamil Nadu,Krishnagiri,635115,1,14
19-12-2025,Tamil Nadu,Krishnagiri,635116,1,8
19-12-2025,Tamil Nadu,Krishnagiri,635124,0,3
22-12-2025,Tamil Nadu,Krishnagiri,635108,2,7
22-12-2025,Tamil Nadu,Krishnagiri,635206,0,11
22-12-2025,Tamil Nadu,Krishnagiri,635207,0,18
22-12-2025,Tamil Nadu,Krishnagiri,635304,0,10
17-12-2025,Tamil Nadu,Krishnagiri,635101,0,5
17-12-2025,Tamil Nadu,Krishnagiri,635105,0,6
17-12-2025,Tamil Nadu,Krishnagiri,635112,3,14
17-12-2025,Tamil Nadu,Krishnagiri,635114,1,1
17-12-2025,Tamil Nadu,Krishnagiri,635201,0,4
17-12-2025,Tamil Nadu,Krishnagiri,635204,0,7
10-12-2025,Tamil Nadu,Krishnagiri,635107,6,17
10-12-2025,Tamil Nadu,Krishnagiri,635111,0,3
10-12-2025,Tamil Nadu,Krishnagiri,635112,1,21
10-12-2025,Tamil Nadu,Krishnagiri,635119,1,9
10-12-2025,Tamil Nadu,Krishnagiri,635124,0,7
10-12-2025,Tamil Nadu,Krishnagiri,635204,1,7
10-12-2025,Tamil Nadu,Krishnagiri,635207,0,11
15-12-2025,Tamil Nadu,Krishnagiri,635112,0,31
15-12-2025,Tamil Nadu,Krishnagiri,635114,0,5
15-12-2025,Tamil Nadu,Krishnagiri,635117,1,28
16-12-2025,Tamil Nadu,Krishnagiri,635105,2,11
16-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
16-12-2025,Tamil Nadu,Krishnagiri,635112,2,37
16-12-2025,Tamil Nadu,Krishnagiri,635119,0,6
16-12-2025,Tamil Nadu,Krishnagiri,635206,0,15
09-12-2025,Tamil Nadu,Krishnagiri,635101,0,5
09-12-2025,Tamil Nadu,Krishnagiri,635111,0,1
03-12-2025,Tamil Nadu,Krishnagiri,635106,0,1
03-12-2025,Tamil Nadu,Krishnagiri,635107,1,30
03-12-2025,Tamil Nadu,Krishnagiri,635109,7,66
03-12-2025,Tamil Nadu,Krishnagiri,635110,0,12
03-12-2025,Tamil Nadu,Krishnagiri,635120,1,11
03-12-2025,Tamil Nadu,Krishnagiri,635123,0,5
03-12-2025,Tamil Nadu,Krishnagiri,635124,0,3
03-12-2025,Tamil Nadu,Krishnagiri,635306,1,8
03-12-2025,Tamil Nadu,Krishnagiri,636902,0,3
04-12-2025,Tamil Nadu,Krishnagiri,635101,1,9
04-12-2025,Tamil Nadu,Krishnagiri,635103,3,5
04-12-2025,Tamil Nadu,Krishnagiri,635110,2,10
04-12-2025,Tamil Nadu,Krishnagiri,635113,1,25
04-12-2025,Tamil Nadu,Krishnagiri,635117,4,18
04-12-2025,Tamil Nadu,Krishnagiri,635118,2,11
04-12-2025,Tamil Nadu,Krishnagiri,635119,1,8
05-12-2025,Tamil Nadu,Krishnagiri,635103,1,15
05-12-2025,Tamil Nadu,Krishnagiri,635106,0,2
05-12-2025,Tamil Nadu,Krishnagiri,635110,1,13
05-12-2025,Tamil Nadu,Krishnagiri,635111,1,1
05-12-2025,Tamil Nadu,Krishnagiri,635119,0,7
05-12-2025,Tamil Nadu,Krishnagiri,635121,2,22
05-12-2025,Tamil Nadu,Krishnagiri,635124,2,1
06-12-2025,Tamil Nadu,Krishnagiri,635001,11,33
06-12-2025,Tamil Nadu,Krishnagiri,635103,5,10
06-12-2025,Tamil Nadu,Krishnagiri,635105,1,20
06-12-2025,Tamil Nadu,Krishnagiri,635107,3,19
06-12-2025,Tamil Nadu,Krishnagiri,635110,1,12
06-12-2025,Tamil Nadu,Krishnagiri,635114,0,3
06-12-2025,Tamil Nadu,Krishnagiri,635123,1,2
06-12-2025,Tamil Nadu,Krishnagiri,635124,1,6
06-12-2025,Tamil Nadu,Krishnagiri,635126,5,16
06-12-2025,Tamil Nadu,Krishnagiri,635203,1,17
06-12-2025,Tamil Nadu,Krishnagiri,635206,2,9
13-12-2025,Tamil Nadu,Krishnagiri,635102,1,13
13-12-2025,Tamil Nadu,Krishnagiri,635109,9,43
13-12-2025,Tamil Nadu,Krishnagiri,635113,2,6
13-12-2025,Tamil Nadu,Krishnagiri,635120,1,5
13-12-2025,Tamil Nadu,Krishnagiri,635126,2,21
13-12-2025,Tamil Nadu,Krishnagiri,635306,0,4
13-12-2025,Tamil Nadu,Krishnagiri,636902,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635112,0,3
14-12-2025,Tamil Nadu,Krishnagiri,635118,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635124,0,1
14-12-2025,Tamil Nadu,Krishnagiri,635126,1,8
08-12-2025,Tamil Nadu,Krishnagiri,635102,1,14
08-12-2025,Tamil Nadu,Krishnagiri,635111,0,2
08-12-2025,Tamil Nadu,Krishnagiri,635114,1,12
08-12-2025,Tamil Nadu,Krishnagiri,635116,1,11
08-12-2025,Tamil Nadu,Krishnagiri,635117,4,18
12-12-2025,Tamil Nadu,Krishnagiri,635120,1,7
12-12-2025,Tamil Nadu,Krishnagiri,635122,0,21
12-12-2025,Tamil Nadu,Krishnagiri,635201,3,4
12-12-2025,Tamil Nadu,Krishnagiri,635204,1,8
12-12-2025,Tamil Nadu,Krishnagiri,636806,0,3
11-12-2025,Tamil Nadu,Krishnagiri,635108,0,10
11-12-2025,Tamil Nadu,Krishnagiri,635110,1,5
11-12-2025,Tamil Nadu,Krishnagiri,635112,4,27
11-12-2025,Tamil Nadu,Krishnagiri,635113,3,12
11-12-2025,Tamil Nadu,Krishnagiri,635120,3,8
11-12-2025,Tamil Nadu,Krishnagiri,636806,1,5
07-12-2025,Tamil Nadu,Krishnagiri,635001,0,7
07-12-2025,Tamil Nadu,Krishnagiri,635105,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635118,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635119,0,1
07-12-2025,Tamil Nadu,Krishnagiri,635120,0,2
07-12-2025,Tamil Nadu,Krishnagiri,635121,0,3
07-12-2025,Tamil Nadu,Krishnagiri,635122,0,3
07-12-2025,Tamil Nadu,Krishnagiri,635201,1,0
07-12-2025,Tamil Nadu,Krishnagiri,635206,0,5
08-11-2025,Tamil Nadu,Krishnagiri,635002,3,5
08-11-2025,Tamil Nadu,Krishnagiri,635110,3,4
08-11-2025,Tamil Nadu,Krishnagiri,635113,0,11
08-11-2025,Tamil Nadu,Krishnagiri,635120,3,6
08-11-2025,Tamil Nadu,Krishnagiri,635121,2,10
08-11-2025,Tamil Nadu,Krishnagiri,635124,1,2
08-11-2025,Tamil Nadu,Krishnagiri,635201,1,4
08-11-2025,Tamil Nadu,Krishnagiri,635204,3,6
08-11-2025,Tamil Nadu,Krishnagiri,635207,2,7
08-11-2025,Tamil Nadu,Krishnagiri,635306,8,9
08-11-2025,Tamil Nadu,Krishnagiri,636806,0,10
09-11-2025,Tamil Nadu,Krishnagiri,635001,1,0
09-11-2025,Tamil Nadu,Krishnagiri,635102,1,2
09-11-2025,Tamil Nadu,Krishnagiri,635112,0,3
09-11-2025,Tamil Nadu,Krishnagiri,635113,0,1
09-11-2025,Tamil Nadu,Krishnagiri,635118,0,2
09-11-2025,Tamil Nadu,Krishnagiri,635119,1,2
09-11-2025,Tamil Nadu,Krishnagiri,635124,0,3
09-11-2025,Tamil Nadu,Krishnagiri,635126,4,5
09-11-2025,Tamil Nadu,Krishnagiri,635207,1,2
09-11-2025,Tamil Nadu,Krishnagiri,635307,0,1
09-11-2025,Tamil Nadu,Krishnagiri,636902,2,0
11-11-2025,Tamil Nadu,Krishnagiri,635102,0,6
11-11-2025,Tamil Nadu,Krishnagiri,635104,3,20
11-11-2025,Tamil Nadu,Krishnagiri,635105,2,11
11-11-2025,Tamil Nadu,Krishnagiri,635106,0,2
11-11-2025,Tamil Nadu,Krishnagiri,635112,5,22
11-11-2025,Tamil Nadu,Krishnagiri,635116,3,6
11-11-2025,Tamil Nadu,Krishnagiri,635117,1,6
11-11-2025,Tamil Nadu,Krishnagiri,635118,0,6
11-11-2025,Tamil Nadu,Krishnagiri,635119,1,4
11-11-2025,Tamil Nadu,Krishnagiri,635122,0,11
11-11-2025,Tamil Nadu,Krishnagiri,635203,0,20
11-11-2025,Tamil Nadu,Krishnagiri,635207,5,24
10-11-2025,Tamil Nadu,Krishnagiri,635105,2,20
10-11-2025,Tamil Nadu,Krishnagiri,635110,3,17
10-11-2025,Tamil Nadu,Krishnagiri,635117,4,40
10-11-2025,Tamil Nadu,Krishnagiri,635121,0,16
10-11-2025,Tamil Nadu,Krishnagiri,635204,1,7
12-11-2025,Tamil Nadu,Krishnagiri,635110,1,10
12-11-2025,Tamil Nadu,Krishnagiri,635111,1,1
12-11-2025,Tamil Nadu,Krishnagiri,635112,3,27
12-11-2025,Tamil Nadu,Krishnagiri,635117,1,12
12-11-2025,Tamil Nadu,Krishnagiri,635118,0,5
12-11-2025,Tamil Nadu,Krishnagiri,635119,1,6
12-11-2025,Tamil Nadu,Krishnagiri,635307,6,22
13-11-2025,Tamil Nadu,Krishnagiri,635002,1,9
13-11-2025,Tamil Nadu,Krishnagiri,635107,3,32
13-11-2025,Tamil Nadu,Krishnagiri,635109,14,83
13-11-2025,Tamil Nadu,Krishnagiri,635113,3,12
13-11-2025,Tamil Nadu,Krishnagiri,635119,3,6
13-11-2025,Tamil Nadu,Krishnagiri,635123,2,2
13-11-2025,Tamil Nadu,Krishnagiri,635307,22,14
13-11-2025,Tamil Nadu,Krishnagiri,636902,2,0
14-11-2025,Tamil Nadu,Krishnagiri,635001,9,45
14-11-2025,Tamil Nadu,Krishnagiri,635103,3,6
14-11-2025,Tamil Nadu,Krishnagiri,635118,2,14
14-11-2025,Tamil Nadu,Krishnagiri,635307,3,15
17-11-2025,Tamil Nadu,Krishnagiri,635101,2,7
17-11-2025,Tamil Nadu,Krishnagiri,635112,8,16
17-11-2025,Tamil Nadu,Krishnagiri,635114,2,8
17-11-2025,Tamil Nadu,Krishnagiri,635117,3,27
17-11-2025,Tamil Nadu,Krishnagiri,635118,3,24
17-11-2025,Tamil Nadu,Krishnagiri,635207,1,14
06-11-2025,Tamil Nadu,Krishnagiri,635105,1,7
06-11-2025,Tamil Nadu,Krishnagiri,635119,2,4
06-11-2025,Tamil Nadu,Krishnagiri,635126,6,29
06-11-2025,Tamil Nadu,Krishnagiri,635201,0,2
06-11-2025,Tamil Nadu,Krishnagiri,635203,3,14
06-11-2025,Tamil Nadu,Krishnagiri,635204,0,10
06-11-2025,Tamil Nadu,Krishnagiri,636902,1,1
04-11-2025,Tamil Nadu,Krishnagiri,635105,4,14
04-11-2025,Tamil Nadu,Krishnagiri,635106,0,2
04-11-2025,Tamil Nadu,Krishnagiri,635110,3,10
04-11-2025,Tamil Nadu,Krishnagiri,635120,2,12
04-11-2025,Tamil Nadu,Krishnagiri,635201,1,3
04-11-2025,Tamil Nadu,Krishnagiri,635304,2,20
05-11-2025,Tamil Nadu,Krishnagiri,635108,0,4
05-11-2025,Tamil Nadu,Krishnagiri,635110,3,8
05-11-2025,Tamil Nadu,Krishnagiri,635111,1,1
05-11-2025,Tamil Nadu,Krishnagiri,635112,2,16
05-11-2025,Tamil Nadu,Krishnagiri,635119,0,5
05-11-2025,Tamil Nadu,Krishnagiri,635121,2,9
05-11-2025,Tamil Nadu,Krishnagiri,635123,1,7
05-11-2025,Tamil Nadu,Krishnagiri,635201,2,4
05-11-2025,Tamil Nadu,Krishnagiri,635204,0,6
05-11-2025,Tamil Nadu,Krishnagiri,635307,0,10
05-11-2025,Tamil Nadu,Krishnagiri,635654,0,1
05-11-2025,Tamil Nadu,Krishnagiri,636902,2,4
07-11-2025,Tamil Nadu,Krishnagiri,635002,1,4
07-11-2025,Tamil Nadu,Krishnagiri,635101,0,5
07-11-2025,Tamil Nadu,Krishnagiri,635106,0,3
07-11-2025,Tamil Nadu,Krishnagiri,635114,2,12
07-11-2025,Tamil Nadu,Krishnagiri,635117,6,19
07-11-2025,Tamil Nadu,Krishnagiri,635201,0,3
07-11-2025,Tamil Nadu,Krishnagiri,635203,2,17
15-11-2025,Tamil Nadu,Krishnagiri,635106,1,1
15-11-2025,Tamil Nadu,Krishnagiri,635109,14,76
15-11-2025,Tamil Nadu,Krishnagiri,635114,2,8
15-11-2025,Tamil Nadu,Krishnagiri,635117,4,19
15-11-2025,Tamil Nadu,Krishnagiri,635207,1,6
15-11-2025,Tamil Nadu,Krishnagiri,636902,0,2
16-11-2025,Tamil Nadu,Krishnagiri,635101,0,2
16-11-2025,Tamil Nadu,Krishnagiri,635112,0,6
16-11-2025,Tamil Nadu,Krishnagiri,635117,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635124,0,1
16-11-2025,Tamil Nadu,Krishnagiri,635304,1,0
19-11-2025,Tamil Nadu,Krishnagiri,635107,2,24
19-11-2025,Tamil Nadu,Krishnagiri,635304,4,10
19-11-2025,Tamil Nadu,Krishnagiri,635306,1,6
18-11-2025,Tamil Nadu,Krishnagiri,635001,5,38
18-11-2025,Tamil Nadu,Krishnagiri,635117,2,32
18-11-2025,Tamil Nadu,Krishnagiri,635122,3,9
20-11-2025,Tamil Nadu,Krishnagiri,635101,0,7
20-11-2025,Tamil Nadu,Krishnagiri,635104,3,13
20-11-2025,Tamil Nadu,Krishnagiri,635108,2,4
20-11-2025,Tamil Nadu,Krishnagiri,635115,4,17
20-11-2025,Tamil Nadu,Krishnagiri,635201,0,4
20-11-2025,Tamil Nadu,Krishnagiri,635203,0,23
20-11-2025,Tamil Nadu,Krishnagiri,635206,1,14
20-11-2025,Tamil Nadu,Krishnagiri,636808,0,1
20-11-2025,Tamil Nadu,Krishnagiri,636902,0,4
21-11-2025,Tamil Nadu,Krishnagiri,635001,21,41
21-11-2025,Tamil Nadu,Krishnagiri,635105,0,11
21-11-2025,Tamil Nadu,Krishnagiri,635109,18,71
21-11-2025,Tamil Nadu,Krishnagiri,635112,6,29
21-11-2025,Tamil Nadu,Krishnagiri,635120,2,9
21-11-2025,Tamil Nadu,Krishnagiri,635123,0,7
21-11-2025,Tamil Nadu,Krishnagiri,635207,4,10
21-11-2025,Tamil Nadu,Krishnagiri,635304,2,11
02-11-2025,Tamil Nadu,Krishnagiri,635104,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635107,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635109,2,11
02-11-2025,Tamil Nadu,Krishnagiri,635112,0,3
02-11-2025,Tamil Nadu,Krishnagiri,635203,0,1
02-11-2025,Tamil Nadu,Krishnagiri,635204,0,3
01-11-2025,Tamil Nadu,Krishnagiri,635101,1,5
01-11-2025,Tamil Nadu,Krishnagiri,635103,1,8
01-11-2025,Tamil Nadu,Krishnagiri,635106,0,1
01-11-2025,Tamil Nadu,Krishnagiri,635113,3,9
01-11-2025,Tamil Nadu,Krishnagiri,635117,7,14
01-11-2025,Tamil Nadu,Krishnagiri,635120,4,8
01-11-2025,Tamil Nadu,Krishnagiri,635201,2,8
01-11-2025,Tamil Nadu,Krishnagiri,636902,0,2
03-11-2025,Tamil Nadu,Krishnagiri,635106,0,1
03-11-2025,Tamil Nadu,Krishnagiri,635109,20,61
03-11-2025,Tamil Nadu,Krishnagiri,635110,3,12
03-11-2025,Tamil Nadu,Krishnagiri,635111,0,1
03-11-2025,Tamil Nadu,Krishnagiri,635114,0,9
03-11-2025,Tamil Nadu,Krishnagiri,635119,4,4
03-11-2025,Tamil Nadu,Krishnagiri,635203,4,32
03-11-2025,Tamil Nadu,Krishnagiri,635204,1,9
03-11-2025,Tamil Nadu,Krishnagiri,635307,7,9
30-10-2025,Tamil Nadu,Krishnagiri,635102,3,4
30-10-2025,Tamil Nadu,Krishnagiri,635115,2,13
30-10-2025,Tamil Nadu,Krishnagiri,635124,1,5
30-10-2025,Tamil Nadu,Krishnagiri,635304,4,14
29-10-2025,Tamil Nadu,Krishnagiri,635101,0,4
29-10-2025,Tamil Nadu,Krishnagiri,635106,1,4
29-10-2025,Tamil Nadu,Krishnagiri,635115,0,10
29-10-2025,Tamil Nadu,Krishnagiri,635116,2,6
29-10-2025,Tamil Nadu,Krishnagiri,635119,2,13
29-10-2025,Tamil Nadu,Krishnagiri,635120,1,4
29-10-2025,Tamil Nadu,Krishnagiri,635307,5,13
23-11-2025,Tamil Nadu,Krishnagiri,635106,0,2
23-11-2025,Tamil Nadu,Krishnagiri,635114,0,1
23-11-2025,Tamil Nadu,Krishnagiri,635122,0,2
22-11-2025,Tamil Nadu,Krishnagiri,635001,3,18
22-11-2025,Tamil Nadu,Krishnagiri,635105,3,4
22-11-2025,Tamil Nadu,Krishnagiri,635108,0,1
22-11-2025,Tamil Nadu,Krishnagiri,635113,0,6
22-11-2025,Tamil Nadu,Krishnagiri,635116,0,1
22-11-2025,Tamil Nadu,Krishnagiri,635117,3,14
22-11-2025,Tamil Nadu,Krishnagiri,635122,1,5
22-11-2025,Tamil Nadu,Krishnagiri,635204,0,2
31-10-2025,Tamil Nadu,Krishnagiri,635001,6,19
31-10-2025,Tamil Nadu,Krishnagiri,635104,2,8
31-10-2025,Tamil Nadu,Krishnagiri,635105,5,12
31-10-2025,Tamil Nadu,Krishnagiri,635111,1,1
31-10-2025,Tamil Nadu,Krishnagiri,635114,1,7
31-10-2025,Tamil Nadu,Krishnagiri,635119,0,10
31-10-2025,Tamil Nadu,Krishnagiri,635121,2,12
31-10-2025,Tamil Nadu,Krishnagiri,635123,1,1
31-10-2025,Tamil Nadu,Krishnagiri,635206,5,15
29-11-2025,Tamil Nadu,Krishnagiri,635002,2,10
29-11-2025,Tamil Nadu,Krishnagiri,635103,1,8
29-11-2025,Tamil Nadu,Krishnagiri,635105,1,7
29-11-2025,Tamil Nadu,Krishnagiri,635110,2,7
29-11-2025,Tamil Nadu,Krishnagiri,635114,1,5
29-11-2025,Tamil Nadu,Krishnagiri,635116,4,4
29-11-2025,Tamil Nadu,Krishnagiri,635204,1,6
24-11-2025,Tamil Nadu,Krishnagiri,635002,4,3
24-11-2025,Tamil Nadu,Krishnagiri,635102,1,9
24-11-2025,Tamil Nadu,Krishnagiri,635116,0,4
24-11-2025,Tamil Nadu,Krishnagiri,635126,5,18
24-11-2025,Tamil Nadu,Krishnagiri,635201,1,9
24-11-2025,Tamil Nadu,Krishnagiri,635203,2,19
24-11-2025,Tamil Nadu,Krishnagiri,635206,4,10
25-11-2025,Tamil Nadu,Krishnagiri,635107,4,23
25-11-2025,Tamil Nadu,Krishnagiri,635109,13,74
25-11-2025,Tamil Nadu,Krishnagiri,635110,2,8
25-11-2025,Tamil Nadu,Krishnagiri,635120,3,6
25-11-2025,Tamil Nadu,Krishnagiri,635121,4,19
25-11-2025,Tamil Nadu,Krishnagiri,635123,1,5
25-11-2025,Tamil Nadu,Krishnagiri,635206,2,15
25-11-2025,Tamil Nadu,Krishnagiri,635307,8,19
25-11-2025,Tamil Nadu,Krishnagiri,636812,0,1
26-11-2025,Tamil Nadu,Krishnagiri,635103,3,9
26-11-2025,Tamil Nadu,Krishnagiri,635105,1,6
26-11-2025,Tamil Nadu,Krishnagiri,635117,0,23
26-11-2025,Tamil Nadu,Krishnagiri,635123,0,2
26-11-2025,Tamil Nadu,Krishnagiri,636902,0,3
02-12-2025,Tamil Nadu,Krishnagiri,635103,0,8
02-12-2025,Tamil Nadu,Krishnagiri,635112,3,37
02-12-2025,Tamil Nadu,Krishnagiri,635115,0,12
02-12-2025,Tamil Nadu,Krishnagiri,635118,2,15
02-12-2025,Tamil Nadu,Krishnagiri,635120,0,10
02-12-2025,Tamil Nadu,Krishnagiri,635204,1,4
02-12-2025,Tamil Nadu,Krishnagiri,635206,1,14
02-12-2025,Tamil Nadu,Krishnagiri,635304,1,7
02-12-2025,Tamil Nadu,Krishnagiri,636902,4,7
01-12-2025,Tamil Nadu,Krishnagiri,635102,1,13
01-12-2025,Tamil Nadu,Krishnagiri,635110,0,18
